Area,Build year,Building type,Equipment,Floor,Heating system,No. of floors,Number of rooms,Renovation year,price,city,region,street
127,2004,Brick,Fully equipped,3,"Central thermostat, central",5,3,0,400000,Vilnius,Senamiestis,Žygimantų g.
37.83,2020,Brick,Fully equipped,0,Gas,3,2,0,82000,Vilnius,Šeškinė,Šeškinės Sodų g.
100,2016,Brick,Fully equipped,1,"Central, central thermostat",2,4,0,420000,Neringos m.,None,Taikos g.
137,1940,Brick,Fully equipped,3,"Central thermostat, central",3,4,0,385000,Vilnius,Senamiestis,Bokšto g.
145,1940,Brick,Fully equipped,1,"Other, gas",2,4,0,460000,Vilnius,Užupis,Užupio g.
145,2020,Brick,Partial decoration,1,Gas,1,4,0,460000,Vilnius,Užupis,Užupio g.
89,1998,Brick,Fully equipped,3,"Aerothermal, other, electric",3,4,0,191000,Vilnius,Antakalnis,Nemenčinės pl.
88.5,1998,Brick,Fully equipped,3,"Electric, other",3,4,0,191000,Vilnius,Antakalnis,Nemenčinės pl.
58,2019,Brick,Fully equipped,3,Central,3,3,0,280000,Vilnius,Senamiestis,Visų Šventųjų g.
48.44,1940,Brick,Fully equipped,3,Central,4,1,0,165000,Vilnius,Senamiestis,Pamėnkalnio g.
49.5,1977,Block house,Fully equipped,5,Central,9,2,0,44500,Klaipėda,Alksnynė,Šiaulių g.
49.5,1977,Block house,Fully equipped,5,Central,9,2,0,44500,Klaipėda,Alksnynė,Šiaulių g.
62,2020,Brick,Partial decoration,2,Central thermostat,6,3,0,117900,Vilnius,Vilkpėdė,Gerosios Vilties g.
89,1989,Block house,Fully equipped,5,Central,9,4,0,77000,Klaipėda,Bandužiai,Markučių g.
89,1989,Block house,Fully equipped,5,Central,9,4,0,77500,Klaipėda,Bandužiai,Markučių g.
44.47,1968,Block house,Fully equipped,4,Central,5,2,0,78000,Vilnius,Naujamiestis,Geležinio Vilko g.
44.47,1968,Block house,Fully equipped,4,Central,5,2,0,78000,Vilnius,Naujamiestis,Geležinio Vilko g.
72.34,2020,Brick,Partial decoration,2,Central thermostat,7,3,0,143500,Vilnius,Antakalnis,Kuosų g.
45,1966,Brick,Fully equipped,5,Central,5,2,0,53700,Klaipėda,Centras,Taikos pr.
45,1980,Block house,Fully equipped,5,Central,5,2,0,53000,Klaipėda,Vėtrungė,Taikos pr.
64.28,2006,Brick,Fully equipped,3,Central,4,2,0,122000,Kaunas,Dainava,V. Krėvės pr.
148.69,2008,Brick,Fully equipped,7,Central thermostat,8,4,0,299000,Vilnius,Naujamiestis,Birželio 23-iosios g.
74.11,2014,Brick,Fully equipped,5,Gas,5,3,0,280000,Vilnius,Naujamiestis,Nočios g.
96,2019,Brick,Fully equipped,2,Central thermostat,5,4,0,470000,Vilnius,Užupis,Aukštaičių g.
100,1997,Brick,Fully equipped,1,Central,5,4,0,133000,Vilnius,Jeruzalė,Baltupio g.
80.85,1979,Brick,Fully equipped,3,Central,4,3,0,299000,Vilnius,Senamiestis,Šv. Jono g.
215.68,1940,Brick,Fully equipped,4,Gas,5,4,2007,595000,Vilnius,Senamiestis,J. Basanavičiaus g.
67.22,1979,Brick,Fully equipped,3,Central,12,3,0,109900,Vilnius,Žirmūnai,Tuskulėnų g.
39.19,1975,Brick,Fully equipped,2,Central,2,1,0,23000,Kaišiadorių r. sav.,None,Mūro Strėvininkų k.
22.75,2018,Brick,Fully equipped,2,Central thermostat,5,1,0,69900,Vilnius,Baltupiai,Jurgio Lebedžio g.
95.89,1995,Block house,Fully equipped,8,Central,9,5,0,104900,Vilnius,Pilaitė,I. Kanto al.
52,1967,Block house,Fully equipped,3,Gas,4,2,0,134000,Vilnius,Antakalnis,P. Vileišio g.
46.07,2020,Brick,Partial decoration,6,Central thermostat,9,2,0,64013,Vilnius,Pašilaičiai,Leičių g.
46,2020,Brick,Partial decoration,6,Central thermostat,9,2,0,64000,Vilnius,Pašilaičiai,Leičių g.
53.95,1993,Block house,Fully equipped,4,Central,5,2,0,26000,Kėdainių m.,None,Kęstučio g.
53.95,1993,Block house,Fully equipped,4,Central,5,2,0,26000,Kėdainių m.,None,Kęstučio g.
77,1986,Block house,Fully equipped,5,Central,5,3,0,69000,Elektrėnų m.,None,Pergalės g.
40,1983,Brick,Fully equipped,8,Central,12,1,0,45000,Vilnius,Senamiestis,Subačiaus g.
39,1954,Brick,Fully equipped,3,Central,3,1,0,22500,Šiauliai,Rėkyva,Energetikų g.
46.26,1987,Block house,Fully equipped,9,Central,9,2,0,49900,Klaipėda,Bandužiai,Budelkiemio g.
48,1928,Brick,Partial decoration,2,Central,3,2,2021,43200,Šiauliai,Centras,Aušros al.
54.29,1960,Brick,Fully equipped,4,Central,5,3,0,107000,Vilnius,Naujamiestis,T. Ševčenkos g.
110,1928,Brick,Partial decoration,2,Central,3,4,2021,93500,Šiauliai,Centras,Aušros al.
55.03,2020,Brick,Partial decoration,6,Central thermostat,6,2,0,187900,Vilnius,Antakalnis,Kuosų g.
83.23,2020,Brick,Partial decoration,7,Central thermostat,7,3,0,277000,Vilnius,Antakalnis,Kuosų g.
158.67,1940,Brick,Fully equipped,1,"Electric, solid fuel, other",2,6,0,170000,Vilnius,Šnipiškės,Giedraičių g.
70,1967,Brick,Fully equipped,1,Central,4,3,0,94900,Vilnius,Jeruzalė,Jeruzalės g.
49.48,1977,Block house,Fully equipped,8,Central,9,2,0,71999,Vilnius,Viršuliškės,Viršuliškių g.
60,1979,Brick,Fully equipped,3,Central,5,3,0,62000,Marijampolės m.,Degučiai,R. Juknevičiaus g.
58.6,1973,Brick,Fully equipped,3,Central,5,3,0,62000,Marijampolės m.,Degučiai,R. Juknevičiaus g.
102,2011,Brick,Fully equipped,5,"Central thermostat, other",5,3,0,360000,Vilnius,Senamiestis,Gedimino pr.
102,2010,Brick,Fully equipped,5,Central thermostat,6,3,0,360000,Vilnius,Senamiestis,Gedimino pr.
102,2012,Brick,Fully equipped,5,Central thermostat,5,3,2012,360000,Vilnius,Senamiestis,Gedimino pr.
83.38,2020,Brick,Partial decoration,2,Central thermostat,7,4,0,149500,Vilnius,Antakalnis,Kuosų g.
102,2011,Brick,Fully equipped,5,"Central thermostat, other",5,3,0,360000,Vilnius,Senamiestis,Gedimino pr.
102,2010,Brick,Fully equipped,5,Central thermostat,6,3,0,360000,Vilnius,Senamiestis,Gedimino pr.
102,2012,Brick,Fully equipped,5,Central thermostat,5,3,2012,360000,Vilnius,Senamiestis,Gedimino pr.
83.38,2020,Brick,Partial decoration,2,Central thermostat,7,4,0,149500,Vilnius,Antakalnis,Kuosų g.
38,1983,Brick,Fully equipped,5,Central,5,2,0,54000,Klaipėda,Centras,Taikos pr.
44.22,1967,Block house,Fully equipped,5,Central,5,2,0,55000,Klaipėda,Centras,Sausio 15-osios g.
45,1970,Block house,Fully equipped,5,Central,5,2,0,55000,Klaipėda,Centras,Sausio 15-osios g.
30,1934,Log house,Fully equipped,2,"Electric, gas, solid fuel, other",3,1,0,15000,Kaunas,Žemieji Šančiai,Pušyno g.
62,1984,Block house,Fully equipped,1,Central,5,3,0,91900,Vilnius,Justiniškės,Taikos g.
62,1986,Block house,Fully equipped,1,"Central, electric",5,3,0,96000,Vilnius,Justiniškės,Taikos g.
71,2021,Brick,Fully equipped,9,Central thermostat,9,3,0,103000,Vilnius,Pašilaičiai,Leičių g.
141.08,2018,Monolithic,Partial decoration,3,Geothermal,4,4,0,624000,Vilnius,Antakalnis,Rūtų g.
46,2011,Brick,Fully equipped,2,Gas,3,3,0,91000,Palanga,None,Kunigiškių g.
24.95,1930,Wooden house,Fully equipped,1,Electric,2,1,0,37000,Palanga,None,Kretingos g.
50,1974,Block house,Fully equipped,2,Central,9,2,0,46500,Šiauliai,Lieporiai,Krymo g.
60,2020,Brick,Fully equipped,1,Aerothermal,1,3,0,85000,Klaipėdos r. sav.,Gargždų m.,Rasos g.
36.98,1984,Brick,Fully equipped,1,Central,5,1,0,69000,Vilnius,Antakalnis,Debesijos g.
37,1984,Brick,Fully equipped,1,Central,5,1,0,69000,Vilnius,Antakalnis,Debesijos g.
58,2012,Brick,Fully equipped,6,Central thermostat,9,3,0,108000,Vilnius,Pilaitė,M. Mažvydo g.
102,1940,Brick,Fully equipped,5,Central thermostat,5,3,0,360000,Vilnius,Senamiestis,Gedimino pr.
13,1970,Brick,Fully equipped,3,Central,5,1,0,8900,Klaipėda,Mokykla,Mokyklos g.
51,1965,Brick,Fully equipped,4,Central thermostat,5,3,2013,69000,Klaipėda,Miškas,Kretingos g.
44,1991,Block house,Fully equipped,5,Central,5,1,0,39500,Klaipėda,Bandužiai,Jūrininkų pr.
44,1992,Block house,Fully equipped,5,Central,5,1,0,40000,Klaipėda,Bandužiai,Jūrininkų pr.
61.2,1987,Block house,Fully equipped,2,Central,9,3,0,64500,Kaunas,Šilainiai,Kuršių g.
71.53,1986,Brick,Fully equipped,8,Central,9,3,0,39999,Radviliškio m.,None,Maironio g.
65,1986,Block house,Fully equipped,1,Central,5,3,0,58000,Šiauliai,Dainiai,Gegužių g.
65,1986,Block house,Fully equipped,1,Central,5,3,0,57990,Šiauliai,Dainiai,Gegužių g.
65,1986,Block house,Fully equipped,1,Central,5,3,0,57999,Šiauliai,Dainiai,Gegužių g.
64,1981,Block house,Fully equipped,5,Central,5,3,0,46200,Šiauliai,Dainiai,Lyros g.
52.6,2012,Brick,Fully equipped,1,Gas,2,2,0,113850,Vilniaus r. sav.,Masionių vs.,Gardenijų g.
112,1936,Brick,Fully equipped,3,"Gas, solid fuel",3,5,0,113000,Kaunas,Žaliakalnis,Perkūno al.
59.92,1994,Brick,Fully equipped,3,Gas,3,3,0,69000,Kaunas,Vilijampolė,Raudondvario pl.
59.92,1994,Brick,Fully equipped,3,Gas,3,3,0,69000,Kaunas,Vilijampolė,Raudondvario pl.
33,1991,Brick,Fully equipped,2,Electric,4,1,2008,56100,Palanga,Šventoji,Mokyklos g.
42,1965,Brick,Fully equipped,5,Central,5,2,0,45000,Kaunas,Žaliakalnis,Savanorių pr.
87.13,2008,Brick,Fully equipped,5,Central thermostat,7,3,0,204900,Kaunas,Centras,Laisvės al.
72.56,1930,Brick,Fully equipped,1,Gas,2,4,0,169000,Kaunas,Žaliakalnis,Širvintų g.
21,1968,Brick,Fully equipped,5,Central,9,1,0,24999,Klaipėda,Kaunas,Šilutės pl.
21,1968,Brick,Fully equipped,5,Central,9,1,0,25000,Klaipėda,Kaunas,Šilutės pl.
20,1968,Brick,Fully equipped,5,Central,9,1,0,25000,Klaipėda,Kaunas,Šilutės pl.
20,1967,Brick,Fully equipped,1,Central thermostat,9,1,2019,29999,Klaipėda,Centras,Taikos pr.
20,1967,Brick,Fully equipped,1,Central thermostat,9,1,0,30000,Klaipėda,Vėtrungė,Taikos pr.
28.88,2021,Brick,Partial decoration,2,Central thermostat,4,1,0,59800,Vilnius,Lazdynėliai,Lazdynėlių g.
61,2021,Brick,Fully equipped,2,Gas,2,3,0,68400,Kauno r. sav.,Giraitės k.,Girios g.
63,2021,Brick,Fully equipped,2,Gas,3,3,0,68400,Kauno r. sav.,Giraitės k.,Girios g.
62,2021,Brick,Fully equipped,2,Gas,3,3,0,69500,Kauno r. sav.,Giraitės k.,Girios g.
62,2021,Brick,Fully equipped,2,Gas,3,3,0,69300,Kauno r. sav.,Giraitės k.,Girios g.
48,2020,Brick,Fully equipped,3,Central thermostat,5,2,0,169000,Vilnius,Antakalnis,Peteliškių g.
48,2020,Brick,Fully equipped,3,Central thermostat,5,2,0,169000,Vilnius,Užupis,Peteliškių g.
57.15,2008,Brick,Fully equipped,4,Central thermostat,6,2,0,127000,Vilnius,Lazdynai,M. Mironaitės g.
36.41,1985,Block house,Fully equipped,5,Central,5,1,0,35400,Šiauliai,Dainiai,Gegužių g.
70.7,1967,Brick,Fully equipped,1,Central,5,4,0,68500,Klaipėda,Kaunas,Kauno g.
70.7,1967,Brick,Fully equipped,1,Central,5,4,0,68500,Klaipėda,Kaunas,Kauno g.
70.7,1967,Brick,Fully equipped,1,Central,5,4,0,68500,Klaipėda,Kaunas,Kauno g.
37,1956,Brick,Fully equipped,2,Central,3,2,0,67750,Klaipėda,Centras,J. Karoso g.
37,1957,Brick,Fully equipped,2,Central,3,1,0,67750,Klaipėda,Centras,J. Karoso g.
44.62,1963,Block house,Fully equipped,3,Central,5,2,0,47000,Kaunas,Vilijampolė,Neries krant.
40,2007,Brick,Fully equipped,1,Gas,4,1,0,70000,Klaipėda,Tauralaukis,Klaipėdos g.
40.1,2007,Brick,Fully equipped,1,Gas,4,1,0,70000,Klaipėda,Tauralaukis,Klaipėdos g.
40,2007,Brick,Fully equipped,1,Gas,4,1,0,70000,Klaipėda,Tauralaukis,Klaipėdos g.
39.61,2020,Brick,Fully equipped,1,Central thermostat,5,2,0,85490,Vilnius,Pašilaičiai,Budiniškių g.
39.37,2020,Brick,Fully equipped,2,Central thermostat,5,2,0,84990,Vilnius,Pašilaičiai,Budiniškių g.
42,1985,Brick,Fully equipped,10,Central,12,2,0,55000,Vilnius,Markučiai,Subačiaus g.
34.17,2020,Brick,Partial decoration,2,Gas,4,2,2020,67500,Vilnius,Naujamiestis,Vytenio g.
40.94,2021,Brick,Partial decoration,2,Central thermostat,4,2,0,73692,Birštono m.,None,S. Dariaus ir S. Girėno g.
59.89,2020,Brick,Fully equipped,3,Central thermostat,5,3,0,209000,Vilnius,Užupis,Peteliškių g.
59.89,2020,Brick,Fully equipped,3,Central thermostat,5,4,0,209000,Vilnius,Antakalnis,Peteliškių g.
65.94,2020,Brick,Fully equipped,3,"Central thermostat, sunbatteries",5,3,0,235000,Vilnius,Antakalnis,Peteliškių g.
65.94,2020,Brick,Fully equipped,3,"Central thermostat, sunbatteries",5,3,0,235000,Vilnius,Užupis,Peteliškių g.
77.8,1970,Block house,Fully equipped,4,Central,5,4,0,85000,Vilnius,Lazdynai,Architektų g.
59.62,2020,Brick,Fully equipped,4,"Central thermostat, sunbatteries",5,3,0,219000,Vilnius,Antakalnis,Peteliškių g.
59.62,2020,Brick,Fully equipped,4,"Central thermostat, sunbatteries",5,3,0,219000,Vilnius,Užupis,Peteliškių g.
47.81,1977,Brick,Fully equipped,5,Central,5,2,0,65900,Vilnius,Šnipiškės,Širvintų g.
64,1989,Brick,Fully equipped,5,Central,5,3,0,32990,Šilalės m.,None,Kovo 11-osios g.
64.92,1996,Block house,Fully equipped,5,Central,5,3,0,33999,Radviliškio m.,None,A. Povyliaus g.
50,1984,Block house,Fully equipped,1,Central,5,2,0,51900,Šiauliai,Gytariai,Gytarių g.
47,1970,Brick,Fully equipped,4,Central,5,2,0,45999,Klaipėda,Kaunas,Kauno g.
46,1968,Brick,Fully equipped,4,Central,5,2,0,45999,Klaipėda,Kaunas,Kauno g.
46,1968,Brick,Fully equipped,4,Central,5,2,0,46000,Klaipėda,Kaunas,Kauno g.
55,1982,Block house,Fully equipped,2,Central,5,2,0,49500,Klaipėda,Vingis,Smiltelės g.
54.54,1982,Block house,Fully equipped,2,Central,5,2,0,49500,Klaipėda,Vingis,Smiltelės g.
54.45,1982,Block house,Fully equipped,2,Central,5,2,0,49900,Klaipėda,Vingis,Smiltelės g.
58.08,1964,Brick,Fully equipped,1,Central,3,3,0,135000,Vilnius,Žvėrynas,Pušų g.
58.08,1964,Brick,Fully equipped,1,Central,3,2,0,135000,Vilnius,Žvėrynas,Pušų g.
30.28,1968,Wooden house,Fully equipped,2,Central,2,2,0,7650,Utenos m.,Senamiestis,Vyžuonų g.
31.76,2020,Other,Partial decoration,5,Central thermostat,7,2,0,77300,Vilnius,Naujamiestis,Kapsų g.
31.76,2020,Other,Partial decoration,5,Central thermostat,7,2,0,77300,Vilnius,Naujininkai,Kapsų g.
45,1989,Block house,Fully equipped,1,Central,5,2,0,47900,Klaipėda,Vingis,Markučių g.
56,1982,Brick,Fully equipped,5,Central,6,2,0,82600,Kaunas,Dainava,Savanorių pr.
17.06,1968,Wooden house,Fully equipped,2,Central,2,1,0,4650,Utenos m.,Senamiestis,Vyžuonų g.
79,1987,Brick,Fully equipped,1,Central,5,4,2018,97000,Kaunas,Dainava,Taikos pr.
79.13,1987,Brick,Fully equipped,1,"Central thermostat, sunbatteries",5,4,2018,97000,Kaunas,Dainava,Taikos pr.
64,2021,Brick,Fully equipped,2,Gas,2,3,0,119500,Vilnius,Kalnėnai,Albanų g.
68.76,1972,Brick,Fully equipped,4,Central,5,4,0,61900,Prienų m.,None,Kęstučio g.
62,2018,Brick,Fully equipped,3,Gas,3,3,0,92000,Kauno r. sav.,Giraitės k.,Žilvičių g.
85.24,2020,Other,Partial decoration,7,Central thermostat,7,4,0,210500,Vilnius,Naujininkai,Kapsų g.
26.39,1940,Brick,Fully equipped,2,"Gas, solid fuel",4,2,0,41000,Vilnius,Naujamiestis,V. Šopeno g.
37,1987,Brick,Fully equipped,5,Central,5,1,0,61500,Vilnius,Naujininkai,Prūsų g.
83.39,1992,Block house,Fully equipped,4,Central,9,4,0,74900,Kaunas,Šilainiai,Baltijos g.
30.24,2005,Brick,Fully equipped,4,Central thermostat,5,1,0,79000,Vilnius,Pilaitė,Karaliaučiaus g.
70,2007,Brick,Fully equipped,3,Central thermostat,3,2,0,108000,Klaipėda,Mažasis kaimelis,Žolynų g.
150,1940,Brick,Fully equipped,3,Gas,4,4,0,449000,Vilnius,Senamiestis,Raugyklos g.
35,1989,Brick,Fully equipped,8,Central,9,2,0,74500,Vilnius,Pašilaičiai,Jurgio Baltrušaičio g.
38,1995,Brick,Fully equipped,1,Gas,2,1,2010,115000,Kaunas,Senamiestis,A. Mickevičiaus g.
64,1970,Brick,Fully equipped,4,Central thermostat,4,4,0,77000,Palanga,None,Kastyčio g.
66,2015,Brick,Fully equipped,7,Central thermostat,7,3,0,133000,Vilnius,Pilaitė,Priegliaus g.
54,1967,Brick,Fully equipped,1,Gas,3,2,0,97000,Kaunas,Žaliakalnis,Jaunimo a.
107,2021,Brick,Partial decoration,1,Gas,3,4,0,299000,Kaunas,Žaliakalnis,A. Mackevičiaus g.
52.84,2013,Brick,Fully equipped,2,Central thermostat,6,2,0,109000,Vilnius,Viršuliškės,Viršuliškių skg.
69,1985,Brick,Fully equipped,1,Electric,1,4,0,122000,Vilnius,Naujininkai,Geologų g.
88,1910,Brick,Fully equipped,3,Central,3,3,0,295000,Vilnius,Senamiestis,Klaipėdos g.
89,1910,Brick,Fully equipped,3,Central,3,3,0,295000,Vilnius,Senamiestis,Klaipėdos g.
88,1940,Brick,Fully equipped,3,Central,3,3,0,295000,Vilnius,Senamiestis,Klaipėdos g.
88,1940,Brick,Fully equipped,3,Central,3,3,0,295000,Vilnius,Senamiestis,Klaipėdos g.
88,1940,Brick,Fully equipped,3,Central,3,3,0,295000,Vilnius,Senamiestis,Klaipėdos g.
51.77,1991,Block house,Fully equipped,2,Gas,3,2,0,25000,Šiaulių r. sav.,Kužių mstl.,Gruzdžių g.
50.23,1970,Brick,Fully equipped,5,Central,5,2,0,44900,Šiauliai,Centras,Dvaro g.
170.47,1988,Brick,Fully equipped,1,Gas,2,3,0,98000,Kaunas,Aukštieji Šančiai,Pravieniškių g.
18.02,1959,Brick,Partial decoration,2,Central,5,1,0,46500,Vilnius,Senamiestis,Aguonų g.
61,1935,Brick,Fully equipped,2,Gas,2,3,0,88000,Klaipėda,Centras,Pievų Tako g.
39,2012,Brick,Fully equipped,1,Central thermostat,5,2,0,95000,Vilnius,Žirmūnai,O. Milašiaus g.
39,2012,Brick,Fully equipped,1,Central thermostat,5,2,0,95000,Vilnius,Antakalnis,O. Milašiaus g.
23,1991,Brick,Partial decoration,1,Electric,4,1,2008,34500,Palanga,Šventoji,Mokyklos g.
141,1995,Brick,Fully equipped,3,Gas,3,4,0,125000,Klaipėda,Centras,Miško g.
249.98,1995,Brick,Fully equipped,1,Gas,3,4,0,298000,Kaunas,Žaliakalnis,J. Žemgulio g.
62.79,2018,Monolithic,Fully equipped,2,Central thermostat,8,3,0,200000,Vilnius,Naujamiestis,Smolensko g.
37,1991,Brick,Not equipped,3,Central,5,1,0,19350,Vilkaviškio m.,None,Vienybės g.
55.9,1970,Brick,Fully equipped,2,"Electric, aerothermal, solid fuel",2,3,0,23000,Marijampolės sav.,Kūlokų k.,Kūlokų g.
104,2021,Block house,Partial decoration,1,Gas,1,4,0,110000,Vilniaus r. sav.,Riešės k.,Beržų g.
70,1958,Brick,Fully equipped,2,Central,2,3,0,74900,Kaunas,Vilijampolė,Jūžintų g.
60,2021,Monolithic,Partial decoration,1,"Electric, other",4,3,0,101990,Vilnius,Naujininkai,Panevėžio g.
64,2021,Monolithic,Partial decoration,2,"Electric, other",4,3,0,108790,Vilnius,Naujininkai,Panevėžio g.
62,2020,Brick,Partial decoration,1,Aerothermal,1,3,0,72000,Vilniaus r. sav.,Gudelių k.,Senasis Ukmergės kel.
56,2020,Brick,Partial decoration,1,Aerothermal,1,3,0,65900,Vilniaus r. sav.,Gudelių k.,Senasis Ukmergės kel.
56,2020,Brick,Partial decoration,1,Aerothermal,1,3,0,65900,Vilniaus r. sav.,Gudelių k.,Senasis Ukmergės kel.
65.57,2007,Monolithic,Fully equipped,2,Central thermostat,11,2,0,99000,Druskininkų m.,None,Liepų g.
57.27,1964,Brick,Fully equipped,3,Central,5,3,0,40000,Kėdainių m.,None,Žemaitės g.
57.27,1964,Brick,Fully equipped,3,Central,5,3,0,40000,Kėdainių m.,None,Žemaitės g.
46,2020,Monolithic,Partial decoration,4,"Electric, other",4,2,0,81600,Vilnius,Naujininkai,Panevėžio g.
77.97,2021,Brick,Partial decoration,4,"Central thermostat, central, gas",4,4,0,234000,Vilnius,Naujamiestis,Burbiškių g.
52.12,2021,Brick,Partial decoration,4,"Central thermostat, central, gas",4,3,0,155000,Vilnius,Naujamiestis,Burbiškių g.
46,2019,Monolithic,Partial decoration,2,Other,4,2,0,81500,Vilnius,Naujininkai,Panevėžio g.
54,2020,Monolithic,Partial decoration,3,"Electric, other",4,2,0,102000,Vilnius,Naujininkai,Panevėžio g.
59,2020,Monolithic,Partial decoration,1,"Electric, other",4,3,0,108700,Vilnius,Naujininkai,Panevėžio g.
29.8,1969,Brick,Fully equipped,7,Central,9,1,0,48500,Vilnius,Šnipiškės,Kalvarijų g.
29.8,1969,Brick,Fully equipped,7,Central,9,2,0,48500,Vilnius,Šnipiškės,Kalvarijų g.
48,2021,Monolithic,Partial decoration,3,"Electric, other",4,2,0,81600,Vilnius,Naujininkai,Panevėžio g.
50,2020,Brick,Partial decoration,8,Central thermostat,9,3,0,119500,Kaunas,Žaliakalnis,Radvilėnų pl.
50,2020,Brick,Partial decoration,8,Central thermostat,9,2,0,119500,Kaunas,Žaliakalnis,Radvilėnų pl.
139,2009,Brick,Fully equipped,4,Central thermostat,4,5,0,499000,Vilnius,Žvėrynas,Lokių g.
53.01,1940,Brick,Fully equipped,2,Gas,3,2,0,135000,Vilnius,Naujamiestis,V. Šopeno g.
53.01,1940,Brick,Fully equipped,2,Gas,3,2,0,135000,Vilnius,Senamiestis,V. Šopeno g.
53.01,1940,Brick,Fully equipped,2,Gas,3,3,0,135000,Vilnius,Senamiestis,V. Šopeno g.
68.12,1991,Block house,Fully equipped,4,Central,5,3,0,82000,Vilniaus r. sav.,Avižienių k.,Sudervės g.
39,1955,Brick,Fully equipped,2,Solid fuel,2,1,0,17500,Kauno r. sav.,Karkiškių k.,Tiesioji g.
37.04,1987,Brick,Fully equipped,4,Central,5,1,0,55000,Klaipėda,Centras,Medžiotojų g.
120,1932,Brick,Fully equipped,3,Gas,4,4,0,227000,Kaunas,Centras,K. Donelaičio g.
190,1940,Brick,Fully equipped,1,Central,3,5,0,570000,Vilnius,Senamiestis,Šiaulių g.
75,2007,Brick,Fully equipped,7,Central thermostat,9,3,0,118500,Kaunas,Dainava,V. Krėvės pr.
90.25,2014,Brick,Fully equipped,3,Gas,3,3,0,190000,Vilnius,Burbiškės,Burbiškių g.
45.83,1967,Brick,Fully equipped,1,"Central, solid fuel",2,2,0,20000,Šiaulių r. sav.,Šilėnų k.,Saulės g.
81.48,1984,Block house,Fully equipped,4,Central,5,4,0,59000,Panevėžys,Klaipėdos,Dariaus ir Girėno g.
62.13,2017,Brick,Fully equipped,4,Central thermostat,4,3,0,129900,Vilnius,Pilaitė,Elbingo g.
44.28,2021,Brick,Partial decoration,2,Central thermostat,4,2,0,132840,Vilnius,Žvėrynas,Danielių g.
50,1958,Brick,Not equipped,2,"Solid fuel, other",2,2,0,53000,Vilnius,Naujoji Vilnia,Naujoji g.
66,1971,Brick,Fully equipped,5,Central,5,3,0,82000,Vilnius,Naujoji Vilnia,Pergalės g.
66,1968,Brick,Fully equipped,5,Central,5,3,0,82000,Vilnius,Naujoji Vilnia,Pergalės g.
94,2016,Brick,Partial decoration,3,Geothermal,3,3,0,96000,Kauno r. sav.,Kačerginės mstl.,J. Biliūno g.
42.6,2019,Brick,Fully equipped,1,Central thermostat,5,2,0,149000,Vilnius,Žvėrynas,Pieninės g.
39.52,2018,Brick,Fully equipped,9,Central thermostat,9,1,0,104000,Vilnius,Šnipiškės,Giedraičių g.
39.52,2018,Brick,Fully equipped,9,Central thermostat,9,2,0,104000,Vilnius,Šnipiškės,Giedraičių g.
54,1975,Brick,Fully equipped,1,Central,4,3,0,65000,Klaipėda,Centras,Sausio 15-osios g.
18,1986,Brick,Partial decoration,2,Central,5,1,0,46500,Vilnius,Žvėrynas,Birutės g.
33.38,1930,Brick,Fully equipped,2,Electric,2,2,0,45500,Kaunas,Centras,E. Ožeškienės g.
55,1982,Brick,Fully equipped,6,Central,6,2,0,92900,Kaunas,Dainava,Savanorių pr.
62.95,1977,Monolithic,Fully equipped,2,Central,12,3,0,78000,Vilnius,Viršuliškės,Viršuliškių g.
73.96,2021,Brick,Fully equipped,6,Central thermostat,6,3,0,210800,Vilnius,Šnipiškės,Lvovo g.
61.17,1958,Brick,Fully equipped,1,Central,3,3,0,80000,Vilnius,Žemieji Paneriai,Vaduvos g.
48,1991,Block house,Fully equipped,4,Electric,4,2,0,65000,Vilniaus r. sav.,Avižienių k.,Sudervės g.
49,1997,Block house,Fully equipped,4,Electric,4,2,0,65000,Vilniaus r. sav.,Avižienių k.,Sudervės g.
48.43,2008,Brick,Fully equipped,3,Central thermostat,4,1,0,85000,Vilnius,Pilaitė,I. Simonaitytės g.
48.43,2008,Brick,Fully equipped,3,Central thermostat,4,1,0,85000,Vilnius,Pilaitė,I. Simonaitytės g.
36.15,1974,Brick,Fully equipped,5,Central,5,2,0,13000,Kėdainių m.,None,Šėtos g.
62,2007,Brick,Fully equipped,2,Central,6,3,0,120000,Vilnius,Pilaitė,Priegliaus g.
50,1984,Block house,Fully equipped,1,Central,5,2,0,38500,Jonavos m.,None,Chemikų g.
83,1987,Block house,Fully equipped,3,Central,9,4,0,80000,Kaunas,Šilainiai,Kuršių g.
28,1920,Brick,Fully equipped,1,Solid fuel,3,1,0,85000,Vilnius,Senamiestis,Šv. Stepono g.
61,1971,Block house,Fully equipped,1,Central,5,3,0,44000,Šiauliai,Lieporiai,Gegužių g.
76.87,2011,Monolithic,Fully equipped,3,Gas,4,3,0,114900,Klaipėdos r. sav.,Aukštkiemių k.,Mažojo Londono g.
62,1985,Block house,Fully equipped,1,Central,9,3,0,72500,Vilnius,Justiniškės,Justiniškių g.
53,2012,Brick,Fully equipped,5,Central thermostat,9,2,0,85777,Klaipėda,Alksnynė,Taikos pr.
53,2012,Brick,Fully equipped,5,Central thermostat,9,2,0,85777,Klaipėda,Alksnynė,Taikos pr.
71.98,2020,Brick,Partial decoration,3,Central thermostat,9,3,0,135900,Kaunas,Žaliakalnis,Radvilėnų pl.
115.9,1940,Log house,Fully equipped,2,Gas,2,4,0,370000,Vilnius,Žvėrynas,Vykinto g.
