Area,Build year,Building type,Equipment,Floor,Heating system,No. of floors,Number of rooms,Renovation year,price,city,region,street
77.9,1970,Block house,Fully equipped,5,Central,5,4,0,99000,Vilnius,Lazdynai,Architektų g.
26,1966,Brick,Fully equipped,4,Central,5,1,0,14800,Marijampolės m.,Centras,Draugystės g.
36.84,1987,Brick,Fully equipped,5,Central,5,1,0,35000,Panevėžys,Centras,Nemuno g.
60,1960,Brick,Fully equipped,2,"Gas, solid fuel",2,2,2009,49800,Kaunas,Aukštieji Šančiai,Skuodo g.
50.92,1988,Monolithic,Fully equipped,7,Central,12,2,0,59000,Kaunas,Petrašiūnai,R. Kalantos g.
60,1960,Brick,Fully equipped,2,"Gas, solid fuel",2,2,2009,49800,Kaunas,Aukštieji Šančiai,Skuodo g.
50.92,1988,Monolithic,Fully equipped,7,Central,12,2,0,59000,Kaunas,Petrašiūnai,R. Kalantos g.
50,1978,Brick,Fully equipped,1,Central,5,2,0,56000,Kaunas,Vilijampolė,Raudondvario pl.
41.22,1963,Brick,Fully equipped,2,Central,5,2,0,47000,Šiauliai,Centras,Draugystės pr.
62.5,1976,Block house,Fully equipped,8,Central,12,3,0,90000,Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.
36.6,1984,Brick,Partial decoration,2,Central,5,1,0,15300,Kaišiadorių r. sav.,Pravieniškių k.,Pravieniškių g.
170.74,1940,Brick,Fully equipped,2,Gas,3,7,0,540000,Vilnius,Senamiestis,Sodų g.
29,1975,Brick,Fully equipped,3,Central,5,1,0,65000,Vilnius,Šnipiškės,Giedraičių g.
18,1980,Brick,Fully equipped,4,Central,5,1,2021,26000,Klaipėda,Centras,Taikos pr.
44,1966,Block house,Fully equipped,4,Central,5,2,0,49900,Šiauliai,Centras,Tilžės g.
93,2000,Brick,Fully equipped,4,Other,4,3,0,158620,Palanga,Palanga,Plytų g.
45.3,2020,Block house,Partial decoration,3,Central thermostat,6,2,0,135800,Vilnius,Naujamiestis,Aludarių g.
50.9,2020,Block house,Partial decoration,1,Central thermostat,6,2,0,129600,Vilnius,Naujamiestis,Aludarių g.
77.06,1990,Block house,Fully equipped,6,Central,10,3,0,80000,Klaipėda,Bandužiai,Lūžų g.
90,1988,Block house,Fully equipped,1,Central,5,4,0,68000,Klaipėda,Bandužiai,Brožynų g.
12,1961,Brick,Fully equipped,2,Central,5,1,0,14900,Kaunas,Vilijampolė,Raudondvario pl.
46.46,1979,Brick,Fully equipped,4,Central,4,2,2016,30500,Šakių m.,None,V. Kudirkos g.
27.5,2007,Brick,Fully equipped,3,Central thermostat,4,1,0,68500,Palanga,None,Vanagupės g.
42,2019,Brick,Fully equipped,2,Geothermal,3,2,0,248000,Palanga,None,S. Daukanto g.
50,1986,Block house,Fully equipped,7,Central,9,2,0,45454,Šiauliai,Dainiai,Architektų g.
73.38,1994,Brick,Fully equipped,1,Central,5,3,0,119900,Vilnius,Grigiškės,Kovo 11-osios g.
44,1971,Block house,Fully equipped,5,Central,5,2,0,65000,Kaunas,Dainava,Partizanų g.
49,1969,Block house,Fully equipped,4,Central,5,3,0,47500,Šiauliai,Lieporiai,Statybininkų g.
85.01,1964,Brick,Fully equipped,1,"Electric, gas",3,3,0,119000,Vilnius,Liepkalnis,Birbynių g.
46,1960,Block house,Fully equipped,3,Central,5,2,0,92500,Vilnius,Naujamiestis,Birželio 23-iosios g.
45.31,1966,Brick,Fully equipped,5,Central,5,2,0,28500,Ukmergės m.,None,Anykščių g.
67,1985,Brick,Fully equipped,1,Other,3,3,0,8700,Vilkaviškio r. sav.,Pilviškių mstl.,Stoties g.
30,1980,Block house,Fully equipped,9,Central,9,1,0,49000,Vilnius,Šeškinė,Ukmergės g.
72,2008,Brick,Fully equipped,11,Central thermostat,18,3,0,165000,Klaipėda,Kaunas,Kauno g.
41,1976,Brick,Fully equipped,4,Central,6,2,2014,137400,Vilnius,Senamiestis,Šaltinių g.
42.38,1961,Brick,Fully equipped,3,Central thermostat,3,2,0,20500,Akmenės r. sav.,Naujosios Akmenės m.,Žalgirio g.
38,1940,Brick,Fully equipped,1,Central,3,2,0,110000,Vilnius,Senamiestis,Šv. Stepono g.
36.26,1983,Brick,Fully equipped,9,Central,9,2,0,40000,Druskininkų m.,None,Ateities g.
72,2006,Brick,Fully equipped,4,"Aerothermal, gas, solid fuel",4,4,0,135000,Kaunas,Centras,Kęstučio g.
38.94,1960,Brick,Fully equipped,3,Central,3,1,2010,145000,Vilnius,Senamiestis,Literatų g.
49.48,1980,Brick,Fully equipped,4,Central,4,2,0,29000,Pasvalio m.,None,Taikos g.
87.85,2018,Block house,Fully equipped,3,Gas,4,4,0,149000,Vilnius,Antakalnis,Kalno g.
48.27,1974,Brick,Fully equipped,1,Central,4,2,2015,38000,Rietavo m.,None,Daržų g.
31.77,2017,Other,Fully equipped,6,Central thermostat,8,1,0,93721,Palanga,None,Mokyklos g.
35.52,1965,Brick,Not equipped,2,Solid fuel,2,2,0,19500,Kauno r. sav.,Didvyrių k.,Jurbarko pl.
45.42,2020,Brick,Fully equipped,9,Central thermostat,9,2,0,79500,Vilnius,Pašilaičiai,Leičių g.
66.06,1990,Brick,Fully equipped,2,Gas,3,3,0,66060,Kauno r. sav.,Ringaudų k.,Beržų g.
28,1940,Brick,Fully equipped,3,"Central thermostat, gas",3,1,2019,84997,Kaunas,Centras,Veiverių g.
72,2021,Brick,Partial decoration,1,Gas,1,3,0,69000,Kaunas,Romainiai,J. Matuso g.
64,2008,Block house,Fully equipped,8,Central thermostat,8,2,0,138000,Vilnius,Šiaurės miestelis,Kazimiero Ladygos g.
67,1987,Block house,Fully equipped,4,"Central, other",5,3,0,94000,Vilnius,Pašilaičiai,Gabijos g.
69.09,1984,Brick,Fully equipped,2,Solid fuel,2,3,0,11000,Jurbarko r. sav.,Vadžgirio mstl.,Juozo Dargužo g.
39.89,2018,Brick,Fully equipped,3,Electric,3,2,0,196000,Neringos m.,None,Pervalkos g.
77,2020,Brick,Fully equipped,3,Gas,4,3,0,119500,Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.
24,1977,Brick,Fully equipped,1,Central,2,2,0,17000,Švenčionių r. sav.,Švenčionėlių m.,Žemutinė g.
77,2020,Brick,Fully equipped,3,Gas,4,3,0,119500,Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.
24,1977,Brick,Fully equipped,1,Central,2,2,0,17000,Švenčionių r. sav.,Švenčionėlių m.,Žemutinė g.
37.41,2006,Brick,Fully equipped,1,Gas,2,2,0,54244,Palanga,Šventoji,Mokyklos g.
48,1966,Block house,Partial decoration,5,Central,5,2,0,45000,Klaipėda,Kaunas,Kauno g.
39,1970,Brick,Fully equipped,2,Gas,2,2,0,15000,Radviliškio r. sav.,Kalnelio Gražionių k.,Liepų g.
39.82,2020,Block house,Partial decoration,7,Central thermostat,9,2,0,93000,Vilnius,Žirmūnai,Verkių g.
36,1970,Brick,Fully equipped,1,Central,5,2,0,8750,Alytus,Senamiestis,Varėnos g.
70,1900,Brick,Fully equipped,1,Aerothermal,2,4,0,252000,Vilnius,Senamiestis,Liejyklos g.
50.49,1983,Brick,Other,2,Central,5,2,2017,78000,Vilnius,Baltupiai,Didlaukio g.
52.95,2010,Block house,Fully equipped,16,Central,20,2,0,89000,Klaipėda,Žvejybos uostas,Minijos g.
52.6,1992,Brick,Fully equipped,9,Central,9,2,0,62000,Kaunas,Šilainiai,Baltijos g.
44,1964,Block house,Fully equipped,3,Central,5,2,0,74800,Vilnius,Naujamiestis,Gerosios Vilties g.
48,1981,Block house,Fully equipped,5,Central,5,2,0,54000,Kaunas,Kalniečiai,P. Lukšio g.
67.06,1992,Block house,Fully equipped,1,Central,5,3,0,89000,Vilnius,Grigiškės,Šviesos g.
61,2004,Brick,Fully equipped,8,Central,8,2,0,92000,Vilnius,Pašilaičiai,P. Žadeikos g.
64.73,1974,Block house,Fully equipped,3,Central,5,3,0,32000,Joniškio m.,None,Draugystės g.
53,1975,Brick,Fully equipped,5,Central,5,2,2015,30000,Vilkaviškio m.,None,Nepriklausomybės g.
36.49,1989,Block house,Fully equipped,1,Central,5,1,0,14500,Akmenės r. sav.,Naujosios Akmenės m.,Ramučių g.
67.69,1969,Brick,Fully equipped,2,Central,2,3,0,128000,Klaipėda,Senamiestis,Karklų g.
37.56,2021,Brick,Partial decoration,1,Geothermal,3,2,0,169020,Neringos m.,None,G. D. Kuverto g.
44.79,2021,Brick,Partial decoration,1,Geothermal,3,2,0,192597,Neringos m.,None,G. D. Kuverto g.
56.31,2021,Brick,Partial decoration,2,Geothermal,3,3,0,259026,Neringos m.,None,G. D. Kuverto g.
66.53,2021,Brick,Partial decoration,2,Geothermal,3,3,0,286079,Neringos m.,None,G. D. Kuverto g.
87.25,2021,Brick,Partial decoration,2,Geothermal,3,5,0,401350,Neringos m.,None,G. D. Kuverto g.
79.88,1982,Brick,Fully equipped,4,Central,5,4,0,46000,Kėdainių m.,None,Sodų g.
46.75,1968,Block house,Fully equipped,2,Central,5,2,0,80000,Vilnius,Šnipiškės,Kalvarijų g.
76.15,1991,Brick,Fully equipped,3,Central,5,4,0,29900,Akmenės m.,None,Stadiono g.
46.52,1970,Brick,Fully equipped,4,Central,4,2,2017,29999,Šakių m.,None,V. Kudirkos g.
100.88,1998,Brick,Fully equipped,3,"Central thermostat, gas",3,3,2020,330000,Vilnius,Naujamiestis,Mindaugo g.
44.7,1969,Brick,Fully equipped,5,Central,5,2,0,38000,Utenos m.,Vyturių,Vaižganto g.
75.03,1993,Block house,Fully equipped,5,Central,5,3,0,49500,Šiauliai,Dainiai,Gegužių g.
50,1991,Brick,Fully equipped,1,Central,5,2,0,59000,Vilniaus r. sav.,Skaidiškių k.,Sodų g.
14,1980,Brick,Not equipped,1,Central,2,1,0,5000,Kauno r. sav.,Neveronių k.,Kertupio g.
48.3,1970,Brick,Fully equipped,1,Other,12,2,0,79000,Vilnius,Lazdynai,Erfurto g.
67.3,1995,Monolithic,Fully equipped,9,Central,16,3,0,86700,Vilnius,Pašilaičiai,Medeinos g.
91.5,1940,Brick,Fully equipped,2,Central,4,3,0,260000,Vilnius,Senamiestis,M. Daukšos g.
49.14,1977,Block house,Fully equipped,5,Central,5,2,0,18700,Visagino m.,None,Vilties g.
62,1989,Brick,Fully equipped,2,Central,5,3,0,45000,Radviliškio m.,None,Jaunystės g.
29,2020,Monolithic,Fully equipped,3,Central thermostat,6,1,0,64900,Vilnius,Pilaitė,Tvankstos g.
92.84,1995,Brick,Not equipped,1,Gas,1,4,0,65000,Kaunas,Dainava,Dujotiekio g.
71.03,2009,Brick,Fully equipped,1,Gas,4,3,0,99600,Kauno r. sav.,Jonučių II k.,Versmės g.
44.32,1971,Block house,Fully equipped,3,Central,5,2,0,47500,Kaunas,Dainava,V. Krėvės pr.
71,2007,Brick,Fully equipped,4,Central,6,3,0,144900,Vilnius,Lazdynėliai,Jonažolių g.
101.35,1940,Brick,Fully equipped,2,Gas,2,4,2019,485000,Vilnius,Užupis,Baltasis skg.
63.87,1975,Block house,Fully equipped,5,Central,5,3,2018,40000,Telšių m.,None,Dariaus ir Girėno g.
58.7,2019,Block house,Partial decoration,5,Central thermostat,5,3,0,215100,Vilnius,Naujamiestis,Aludarių g.
33,1974,Block house,Fully equipped,5,Central,9,1,0,54000,Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.
46,1917,Brick,Not equipped,1,Central,3,2,0,85000,Vilnius,Šnipiškės,Kazliškių g.
48.61,2002,Brick,Fully equipped,2,Central thermostat,5,2,0,87000,Vilnius,Pilaitė,Bitėnų g.
85,2018,Brick,Partial decoration,3,Gas,3,4,0,170000,Klaipėda,Plytinė,Skardžio g.
44.2,1975,Brick,Fully equipped,5,Central,5,2,0,38900,Širvintų m.,None,J. Janonio g.
28.34,2009,Brick,Fully equipped,1,Central thermostat,3,1,0,85000,Vilnius,Žvėrynas,Paribio g.
47.81,2008,Brick,Fully equipped,1,Central thermostat,5,2,0,85000,Vilnius,Justiniškės,Rygos g.
103.46,1933,Brick,Fully equipped,2,Gas,5,4,2015,227000,Kaunas,Centras,Laisvės al.
14.49,2020,Brick,Partial decoration,4,Electric,6,1,0,30500,Vilnius,Žemieji Paneriai,Titnago g.
44.67,1972,Brick,Fully equipped,3,Central,5,2,0,24700,Kelmės m.,None,Kooperacijos g.
63,2016,Brick,Fully equipped,1,Gas,3,3,0,122000,Klaipėda,Paupiai,Klemiškės g.
49.17,2007,Brick,Fully equipped,4,Central thermostat,4,2,0,109000,Palanga,None,Vytauto g.
55,1954,Brick,Fully equipped,0,Central,4,2,0,93500,Vilnius,Senamiestis,A. Smetonos g.
54.52,1958,Brick,Fully equipped,2,Central,2,2,0,34800,Radviliškio m.,None,V. Kudirkos g.
55.7,1967,Brick,Fully equipped,4,Central,5,3,0,54000,Kaunas,Panemunė,Kampiškių g.
31,2013,Brick,Fully equipped,4,Gas,4,2,0,79000,Palanga,None,Žirgų tak.
17.32,1958,Brick,Fully equipped,3,Central,4,1,0,10500,Klaipėda,Žvejybos uostas,Minijos g.
52.87,2015,Brick,Fully equipped,3,Central thermostat,4,2,0,132175,Vilnius,Karoliniškės,Igno Šimulionio g.
35.3,1983,Brick,Fully equipped,5,Central,5,1,2020,36200,Švenčionių r. sav.,Pabradės m.,Vilniaus g.
64,1992,Block house,Fully equipped,4,Central,9,3,0,88000,Kaunas,Šilainiai,Baltijos g.
54,1975,Brick,Fully equipped,4,Central,5,2,0,34500,Tauragės m.,None,Moksleivių al.
52,1989,Monolithic,Fully equipped,4,Central,13,2,0,92500,Vilnius,Justiniškės,Rygos g.
46.17,1970,Brick,Fully equipped,3,Central,4,2,0,33333,Šakių m.,None,Šaulių g.
42.31,1960,Brick,Fully equipped,1,Central,4,2,0,52000,Šiauliai,Centras,Draugystės pr.
61.22,2019,Brick,Partial decoration,6,Central thermostat,6,3,0,99483,Kaunas,Žaliakalnis,Studentų g.
40.17,1984,Block house,Fully equipped,4,Central,5,1,0,57000,Vilnius,Justiniškės,Taikos g.
71.56,2007,Brick,Fully equipped,2,Central,3,2,0,180000,Vilnius,Karoliniškės,Igno Šimulionio g.
62.11,1987,Brick,Fully equipped,4,Central,6,3,0,53000,Kauno r. sav.,Garliavos m.,Stasio Lozoraičio g.
58.3,2007,Brick,Fully equipped,3,Central thermostat,12,2,0,100000,Vilnius,Pašilaičiai,Perkūnkiemio g.
67,1990,Block house,Fully equipped,1,Central,5,3,0,40000,Mažeikių m.,None,Draugystės g.
55,1989,Brick,Fully equipped,4,Central,5,2,0,74000,Kaunas,Šilainiai,Baltijos g.
50,1980,Brick,Fully equipped,5,Central,5,2,0,35000,Ukmergės m.,None,Deltuvos g.
46.16,1986,Brick,Fully equipped,2,Central,5,2,0,44000,Varėnos m.,None,Vytauto g.
76,2015,Brick,Fully equipped,1,Gas,2,4,0,140000,Kaunas,Vytėnai,Nartavos g.
48,1986,Brick,Fully equipped,2,Central,5,2,0,69000,Kaunas,Dainava,Draugystės g.
67.34,1976,Block house,Fully equipped,8,Central,9,3,2018,150000,Vilnius,Žirmūnai,Rinktinės g.
61.42,2004,Brick,Fully equipped,1,Central thermostat,12,2,0,96000,Vilnius,Fabijoniškės,Salomėjos Nėries g.
50,1977,Block house,Partial decoration,5,Central,9,2,0,44500,Klaipėda,Vingis,Šiaulių g.
37,1983,Brick,Fully equipped,1,Gas,3,1,0,25000,Kauno r. sav.,Voškonių k.,Pievų g.
98.69,2004,Brick,Fully equipped,2,Central thermostat,6,3,0,230000,Vilnius,Šnipiškės,Linkmenų g.
34.86,2021,Brick,Fully equipped,1,Electric,2,2,0,223000,Palanga,None,Birutės al.
15.5,1973,Brick,Fully equipped,3,Electric,3,1,0,5000,Vilniaus r. sav.,Maišiagalos mstl.,Studentų g.
58,1969,Brick,Fully equipped,4,Central,5,3,0,77900,Vilnius,Naujininkai,Šaltkalvių g.
37.59,1978,Block house,Fully equipped,3,Central,3,2,0,29999,Trakų r. sav.,Senųjų Trakų k.,Trakų g.
32,1987,Brick,Fully equipped,5,Central,6,1,0,19500,Alytus,Putinai,Putinų g.
77,2014,Brick,Fully equipped,2,Gas,3,3,0,122000,Klaipėda,Paupiai,Klemiškės g.
51,2007,Brick,Fully equipped,6,"Central, central thermostat",7,2,0,231000,Vilnius,Senamiestis,Gedimino pr.
64,1983,Block house,Fully equipped,5,Central,5,3,0,55000,Mažeikių m.,None,Naftininkų g.
63.25,2010,Brick,Fully equipped,7,Central thermostat,7,3,0,125000,Vilnius,Pašilaičiai,Dociškių g.
65,1970,Brick,Fully equipped,2,Solid fuel,2,3,0,45000,Utenos m.,Ąžuolija,Kaštonų g.
44.98,1968,Brick,Fully equipped,2,Central,4,2,2020,30000,Lazdijų m.,None,M. Gustaičio g.
36.6,1970,Wooden house,Fully equipped,2,Solid fuel,2,2,0,9000,Mažeikių m.,None,Respublikos g.
54.9,2020,Brick,Fully equipped,2,Gas,3,3,0,65880,Kauno r. sav.,Užliedžių k.,Ilgoji g.
46,1960,Wooden house,Fully equipped,1,Solid fuel,1,2,0,20000,Elektrėnų sav.,Vievio m.,Gėlių g.
57,2021,Brick,Partial decoration,1,Gas,1,2,0,61000,Kaunas,Romainiai,J. Matuso g.
51.51,1987,Block house,Partial decoration,6,Central,9,2,2018,39000,Panevėžys,Kniaudiškiai,Projektuotojų g.
65.69,1940,Brick,Fully equipped,1,Other,2,2,0,25500,Kėdainių r. sav.,Akademijos mstl.,J. Kriščiūno g.
63,1986,Block house,Fully equipped,1,Central,4,3,0,15000,Trakų r. sav.,None,Rūdiškių k.
47.33,1971,Block house,Fully equipped,3,Central,5,2,2005,49000,Šiauliai,Lieporiai,Gegužių g.
51.12,1976,Block house,Fully equipped,5,Central,5,2,0,59500,Šiauliai,Lieporiai,V. Grinkevičiaus g.
44.2,1962,Brick,Fully equipped,3,Central,5,2,0,65000,Klaipėda,Centras,Sausio 15-osios g.
21,1964,Brick,Fully equipped,3,"Central, electric",9,1,0,15500,Panevėžys,Žemaičiai,Aukštaičių g.
65.96,2020,Brick,Fully equipped,2,Gas,3,3,0,74999,Kauno r. sav.,Užliedžių k.,Ilgoji g.
18,1978,Block house,Not equipped,5,Central,5,1,0,3300,Alytus,Dainava,Naujoji g.
31,2020,Brick,Fully equipped,2,Central thermostat,5,2,0,84900,Vilnius,Žirmūnai,Jeronimo Ralio g.
72,1960,Brick,Fully equipped,4,Central,6,3,0,249000,Vilnius,Senamiestis,Vokiečių g.
49,1977,Brick,Fully equipped,1,Central,5,2,0,20000,Kupiškio m.,None,Stoties g.
33,1977,Block house,Fully equipped,5,Central,9,1,0,60000,Vilnius,Viršuliškės,Viršuliškių g.
59.28,1977,Block house,Fully equipped,5,Central,5,3,0,29000,Visagino m.,None,Parko g.
196,1987,Brick,Fully equipped,3,Other,3,8,0,345000,Neringos m.,None,Ievos Kalno g.
79,1979,Brick,Fully equipped,4,Central,4,4,0,31000,Pasvalio m.,None,Atžalyno g.
46,1967,Brick,Fully equipped,1,Central thermostat,5,2,0,52000,Klaipėda,Kaunas,Kauno g.
61.22,1978,Block house,Fully equipped,1,Central,5,3,0,43000,Šiauliai,Lieporiai,S. Dariaus ir S. Girėno g.
26,1973,Brick,Fully equipped,3,Central thermostat,3,1,0,22000,Klaipėdos r. sav.,Vėžaičių mstl.,Gargždų g.
71,1973,Block house,Fully equipped,2,Central,2,3,2012,6000,Ignalinos r. sav.,Didžiasalio k.,Birvėtos g.
144,2004,Brick,Fully equipped,3,"Electric, gas",3,4,0,115000,Kaunas,Žaliakalnis,S. Moniuškos g.
48.05,1997,Brick,Fully equipped,4,Central,5,2,0,20000,Zarasų m.,None,S. Nėries g.
67,1994,Monolithic,Fully equipped,11,Central,13,3,0,67000,Klaipėda,Vingis,Vingio g.
56.42,1995,Brick,Fully equipped,1,Central,5,2,0,86750,Vilnius,Jeruzalė,Kalvarijų g.
95.45,2011,Monolithic,Fully equipped,20,"Central, central thermostat",34,3,0,155000,Klaipėda,Vėtrungė,Kuosų g.
68,1953,Brick,Fully equipped,1,Central thermostat,3,3,2019,142000,Klaipėda,Senamiestis,Liepų g.
86.7,1996,Brick,Fully equipped,2,Central,2,1,0,15000,Utenos m.,Ąžuolija,Vasaros g.
97.12,1940,Brick,Not equipped,2,"Solid fuel, other",2,4,0,75000,Vilnius,Šnipiškės,Kalvarijų g.
42,1963,Brick,Fully equipped,4,Central,4,2,0,107000,Vilnius,Naujamiestis,T. Ševčenkos g.
55,2020,Monolithic,Partial decoration,1,Gas,2,3,0,82700,Kaunas,Žemieji Šančiai,Vinių g.
26.05,1998,Brick,Fully equipped,5,Central,5,2,0,2300,Alytus,Senamiestis,Varėnos g.
53,1983,Block house,Fully equipped,5,Central,5,2,0,53500,Klaipėda,Laukininkai,Laukininkų g.
56.85,1978,Brick,Fully equipped,5,Central,5,3,2015,25000,Joniškio m.,None,Vilniaus g.
78,1969,Block house,Fully equipped,5,Central,5,4,0,96000,Vilnius,Lazdynai,Erfurto g.
92,1986,Brick,Fully equipped,4,Central,4,5,0,365000,Neringos m.,None,Kopų g.
58,1967,Brick,Not equipped,1,Central,5,3,2022,39500,Tauragės m.,None,Dariaus ir Girėno g.
59,1900,Brick,Fully equipped,1,"Gas, other",3,2,2020,165000,Vilnius,Senamiestis,Balstogės g.
50,1991,Brick,Fully equipped,3,Central,3,2,0,23500,Vilkaviškio r. sav.,Kybartų m.,Tarybų g.
72,1952,Brick,Fully equipped,4,"Electric, gas",4,3,0,169000,Šiauliai,Centras,Vilniaus g.
99.14,2005,Brick,Fully equipped,3,Central thermostat,3,3,0,195500,Vilnius,Santariškės,Santariškių g.
50,1936,Brick,Fully equipped,3,Central thermostat,5,2,2020,102000,Kaunas,Centras,Kęstučio g.
80,1965,Block house,Fully equipped,3,Electric,4,2,0,137000,Vilnius,Antakalnis,P. Vileišio g.
51,1972,Brick,Fully equipped,3,Central,5,2,0,88000,Vilnius,Užupis,Olandų g.
10.85,1940,Brick,Fully equipped,3,Central,3,1,0,43500,Vilnius,Užupis,Polocko g.
64,1992,Block house,Fully equipped,3,Central,5,3,0,82000,Šiauliai,Dainiai,K. Korsako g.
26,1975,Brick,Partial decoration,1,Aerothermal,2,2,2020,26500,Vilniaus r. sav.,Juodšilių k.,Mokyklos g.
44.17,1973,Block house,Fully equipped,4,Central,5,2,0,49499,Kaunas,Dainava,Partizanų g.
64.77,1902,Brick,Not equipped,2,Solid fuel,2,4,0,2750,Vilkaviškio r. sav.,Kybartų m.,J. Basanavičiaus g.
77,1976,Brick,Fully equipped,3,Solid fuel,3,3,0,19000,Pakruojo k.,None,Skvero g.
35.78,1985,Block house,Fully equipped,3,Central,5,1,0,36000,Panevėžys,Kniaudiškiai,Kniaudiškių g.
55.45,1964,Brick,Other,5,Central,5,3,2019,60000,Klaipėda,Baltija,Taikos pr.
91,2018,Brick,Partial decoration,1,Gas,2,4,0,61000,Kazlų Rūdos m.,None,Vytauto g.
48.43,2008,Brick,Fully equipped,3,Central thermostat,4,1,0,85000,Vilnius,Pilaitė,I. Simonaitytės g.
60,1980,Brick,Fully equipped,3,Central,5,3,2019,20000,Švenčionių r. sav.,Švenčionėlių m.,Lauko g.
35,1982,Brick,Fully equipped,5,Central,5,2,0,8500,Radviliškio m.,None,Stiklo g.
64.4,1982,Block house,Fully equipped,6,Central,9,3,0,65500,Šiauliai,Dainiai,Lyros g.
47.16,1965,Block house,Fully equipped,5,Central,5,2,0,56000,Kaunas,Dainava,Kovo 11-osios g.
30.97,1939,Brick,Not equipped,3,"Central, electric",3,1,0,30000,Kaunas,Centras,Puodžių g.
19.66,1963,Block house,Fully equipped,1,Central,5,1,0,6500,Panevėžys,Centras,Liepų al.
33.75,1989,Brick,Fully equipped,2,Central,4,1,2018,28600,Anykščių m.,None,Žiburio g.
71.03,2009,Brick,Fully equipped,1,Gas,4,3,0,99600,Kauno r. sav.,Jonučių II k.,Versmės g.
54,2019,Brick,Fully equipped,3,Central thermostat,3,3,0,114000,Vilnius,Pilaitė,Bitėnų g.
62.52,1993,Block house,Fully equipped,5,Central,9,3,0,63000,Kaunas,Šilainiai,Baltų pr.
106.53,2004,Monolithic,Fully equipped,12,"Central, central thermostat, other",27,2,0,260000,Vilnius,Šnipiškės,Konstitucijos pr.
51.63,1976,Brick,Fully equipped,2,Central,5,2,0,45000,Marijampolės m.,Degučiai,R. Juknevičiaus g.
52,1981,Block house,Other,2,Central,5,2,0,27500,Mažeikių m.,None,Žemaitijos g.
43,1960,Brick,Fully equipped,3,Central,4,2,0,84990,Kaunas,Centras,V. Putvinskio g.
95,2000,Brick,Fully equipped,5,Gas,6,4,0,165000,Vilnius,Jeruzalė,Bitininkų g.
47,1980,Block house,Fully equipped,2,Central,5,2,0,65000,Klaipėda,Žardininkai,Žardininkų g.
47,1980,Brick,Fully equipped,1,Central,5,2,0,39500,Kaišiadorių m.,None,Gedimino g.
30.59,1970,Block house,Fully equipped,3,Central,5,1,0,41000,Kaunas,Dainava,Partizanų g.
72.21,2008,Brick,Fully equipped,1,Central thermostat,5,4,0,185000,Vilnius,Senamiestis,Šv. Stepono g.
45,1963,Block house,Fully equipped,5,Central,5,2,0,85000,Vilnius,Antakalnis,P. Vileišio g.
66.87,1986,Block house,Fully equipped,2,Solid fuel,2,3,0,11000,Švenčionių r. sav.,Svirkų k.,Svirkų g.
39.5,1940,Brick,Fully equipped,1,Gas,3,1,2019,114900,Vilnius,Senamiestis,V. Šopeno g.
51.22,1900,Brick,Fully equipped,2,Central,3,3,0,99880,Kaunas,Senamiestis,J. Gruodžio g.
96,2008,Brick,Fully equipped,3,Gas,3,3,0,164900,Vilnius,Grigiškės,Lentvario g.
25.15,2017,Brick,Fully equipped,2,Gas,3,1,0,82995,Palanga,None,Vytauto g.
55,1986,Block house,Fully equipped,5,Central,9,2,0,62000,Klaipėda,Bandužiai,Kuncų g.
46,2018,Brick,Fully equipped,1,Central thermostat,5,2,0,140000,Vilnius,Baltupiai,Jurgio Lebedžio g.
50,1932,Brick,Fully equipped,3,Solid fuel,3,2,0,14500,Telšių r. sav.,Varnių m.,Ežero g.
34,1974,Block house,Fully equipped,4,Central,5,1,2012,72000,Vilnius,Žirmūnai,Tuskulėnų g.
36,1973,Brick,Fully equipped,3,Central,5,1,0,30000,Panevėžys,Klaipėdos,Statybininkų g.
42.99,2018,Brick,Fully equipped,3,Central thermostat,4,2,0,76900,Klaipėda,Paupiai,Ragainės g.
49,1991,Brick,Fully equipped,1,Central,6,2,0,41000,Prienų m.,None,Stadiono g.
83.72,1978,Block house,Fully equipped,3,Central,9,4,0,67900,Kaunas,Eiguliai,Geležinio Vilko g.
72.3,1989,Brick,Fully equipped,3,Central,4,3,0,83000,Palanga,Palanga,Sodų g.
80,1972,Brick,Partial decoration,2,Central thermostat,3,3,2019,128000,Klaipėda,Centras,Birutės g.
42,2019,Brick,Fully equipped,1,Central thermostat,5,2,0,116000,Klaipėda,Senamiestis,Bangų g.
98,1992,Brick,Fully equipped,3,Central,10,3,0,99000,Klaipėda,Rumpiškės,Ryšininkų g.
64.5,2021,Brick,Partial decoration,2,Central thermostat,4,4,0,106000,Kaunas,Žaliakalnis,A. Baranausko g.
58.45,1967,Brick,Fully equipped,3,Central,5,3,0,75000,Vilniaus r. sav.,Rudaminos k.,Gamyklos g.
27,1965,Brick,Fully equipped,1,Central,4,1,2015,23000,Varėnos m.,None,Laisvės g.
61.1,1974,Block house,Fully equipped,9,Central,9,3,0,76000,Kaunas,Dainava,Partizanų g.
63,1993,Monolithic,Fully equipped,4,Central,5,2,0,45000,Telšių m.,None,Saulėtekio g.
51.5,2020,Brick,Fully equipped,3,Gas,4,2,0,145000,Vilnius,Burbiškės,Burbiškių g.
